ontology,class,algorithm,selection_type,auroc,auprc,time_sec
BP,GO:0010941,mlp,FS,0.8396,0.1959,183.165
BP,GO:0010942,mlp,FS,0.9431,0.3076,179.068
BP,GO:0010948,mlp,FS,0.9598,0.1751,183.895
BP,GO:0010965,mlp,FS,0.9981,0.5223,184.811
BP,GO:0010970,mlp,FS,0.9882,0.3096,185.135
BP,GO:0010975,mlp,FS,0.8293,0.2333,181.543
BP,GO:0010976,mlp,FS,0.8949,0.1963,180.887
BP,GO:0010977,mlp,FS,0.9627,0.0806,193.359
BP,GO:0012501,mlp,FS,0.9105,0.3337,198.532
BP,GO:0014056,mlp,FS,0.9683,0.2611,194.604
BP,GO:0014057,mlp,FS,0.9807,0.2605,191.029
BP,GO:0015031,mlp,FS,0.8996,0.1904,180.929
BP,GO:0015672,mlp,FS,0.926,0.1653,200.035
BP,GO:0015695,mlp,FS,0.7822,0.2204,196.053
BP,GO:0015696,mlp,FS,0.8351,0.1535,217.567
BP,GO:0015711,mlp,FS,0.9581,0.1008,211.634
BP,GO:0015833,mlp,FS,0.8365,0.2505,195.275
BP,GO:0015849,mlp,FS,0.6523,0.0079,189.758
BP,GO:0015850,mlp,FS,0.6875,0.12,177.272
BP,GO:0015893,mlp,FS,0.8595,0.2217,174.547
BP,GO:0016042,mlp,FS,0.6503,0.0398,176.786
BP,GO:0016043,mlp,FS,0.8498,0.3175,178.301
BP,GO:0016049,mlp,FS,0.8507,0.1431,184.879
BP,GO:0016050,mlp,FS,0.9429,0.2461,196.399
BP,GO:0016053,mlp,FS,0.9711,0.488,192.505
BP,GO:0016055,mlp,FS,0.9894,0.5022,191.673
BP,GO:0016070,mlp,FS,0.8069,0.2403,199.67
BP,GO:0016071,mlp,FS,0.9586,0.3448,204.608
BP,GO:0016192,mlp,FS,0.8921,0.2545,212.478
BP,GO:0016197,mlp,FS,0.9668,0.4199,207.272
BP,GO:0016241,mlp,FS,0.9534,0.233,204.67
BP,GO:0016246,mlp,FS,0.9898,0.5283,213.675
BP,GO:0016310,mlp,FS,0.906,0.3261,197.756
BP,GO:0016311,mlp,FS,0.8803,0.1206,210.9
BP,GO:0016331,mlp,FS,0.9834,0.4274,196.541
BP,GO:0016441,mlp,FS,0.9898,0.4041,198.465
BP,GO:0016458,mlp,FS,0.9878,0.4649,202.429
BP,GO:0016477,mlp,FS,0.8692,0.3604,201.192
BP,GO:0016485,mlp,FS,0.7256,0.1115,208.223
BP,GO:0016567,mlp,FS,0.9575,0.2461,198.43
BP,GO:0016569,mlp,FS,0.9502,0.3413,199.174
BP,GO:0016570,mlp,FS,0.9502,0.3413,194.587
BP,GO:0016571,mlp,FS,0.8823,0.4745,196.705
BP,GO:0017015,mlp,FS,0.976,0.1846,210.226
BP,GO:0017038,mlp,FS,0.9159,0.3896,213.766
BP,GO:0017144,mlp,FS,0.8854,0.1079,217.187
BP,GO:0017145,mlp,FS,0.9253,0.1128,203.236
BP,GO:0017148,mlp,FS,0.9939,0.328,203.245
BP,GO:0017156,mlp,FS,0.8729,0.1342,212.567
BP,GO:0018022,mlp,FS,0.9829,0.3971,211.67
BP,GO:0018105,mlp,FS,0.9296,0.2442,208.564
BP,GO:0018107,mlp,FS,0.8998,0.2394,204.801
BP,GO:0018130,mlp,FS,0.7866,0.072,206.484
BP,GO:0018193,mlp,FS,0.7918,0.1976,213.653
BP,GO:0018205,mlp,FS,0.9811,0.621,210.574
BP,GO:0018209,mlp,FS,0.9296,0.2442,196.992
BP,GO:0018210,mlp,FS,0.9038,0.2071,206.676
BP,GO:0018991,mlp,FS,0.7618,0.1349,199.835
BP,GO:0018992,mlp,FS,0.9951,0.5451,212.352
BP,GO:0018996,mlp,FS,0.937,0.4264,205.243
BP,GO:0019098,mlp,FS,0.7667,0.1747,205.761
BP,GO:0019216,mlp,FS,0.8954,0.1338,215.699
BP,GO:0019217,mlp,FS,0.902,0.0406,218.957
BP,GO:0019219,mlp,FS,0.8168,0.2938,217.222
BP,GO:0019220,mlp,FS,0.8233,0.12,215.58
BP,GO:0019222,mlp,FS,0.8047,0.2915,203.14
BP,GO:0019438,mlp,FS,0.8339,0.2359,208.067
BP,GO:0019439,mlp,FS,0.8455,0.4005,204.836
BP,GO:0019538,mlp,FS,0.7662,0.1577,217.228
BP,GO:0019637,mlp,FS,0.8068,0.26,210.121
BP,GO:0019693,mlp,FS,0.8718,0.3042,207.773
BP,GO:0019725,mlp,FS,0.8285,0.2929,205.688
BP,GO:0019752,mlp,FS,0.8299,0.2745,202.125
BP,GO:0019915,mlp,FS,0.7774,0.0095,208.754
BP,GO:0019932,mlp,FS,0.6959,0.0629,213.214
BP,GO:0019941,mlp,FS,0.8899,0.1609,206.106
BP,GO:0021700,mlp,FS,0.8405,0.2661,204.27
BP,GO:0022402,mlp,FS,0.9218,0.4082,207.107
BP,GO:0022404,mlp,FS,0.926,0.0193,193.265
BP,GO:0022411,mlp,FS,0.7896,0.0859,206.232
BP,GO:0022412,mlp,FS,0.7924,0.1741,199.408
BP,GO:0022414,mlp,FS,0.7965,0.3124,200.498
BP,GO:0022603,mlp,FS,0.8538,0.1779,202.09
BP,GO:0022604,mlp,FS,0.886,0.2416,197.053
BP,GO:0022607,mlp,FS,0.7515,0.2138,197.869
BP,GO:0022610,mlp,FS,0.9522,0.1334,209.723
BP,GO:0022611,mlp,FS,0.8908,0.2479,204.541
BP,GO:0022618,mlp,FS,0.9505,0.1639,190.319
BP,GO:0022898,mlp,FS,0.5361,0.007,184.162
BP,GO:0023014,mlp,FS,0.9978,0.4814,186.574
BP,GO:0023051,mlp,FS,0.7954,0.2128,196.911
BP,GO:0023052,mlp,FS,0.916,0.264,187.739
BP,GO:0023056,mlp,FS,0.7535,0.1447,195.434
BP,GO:0023057,mlp,FS,0.6657,0.1378,192.389
BP,GO:0030001,mlp,FS,0.9063,0.3433,184.515
BP,GO:0030003,mlp,FS,0.8658,0.2714,192.058
BP,GO:0030029,mlp,FS,0.9218,0.2516,186.158
BP,GO:0030030,mlp,FS,0.8187,0.3653,189.279
BP,GO:0030031,mlp,FS,0.9122,0.5986,188.773
BP,GO:0030036,mlp,FS,0.9063,0.2566,189.05
BP,GO:0030100,mlp,FS,0.8818,0.4029,176.07
BP,GO:0030154,mlp,FS,0.9448,0.1557,171.285
BP,GO:0030155,mlp,FS,0.7822,0.0578,164.457
BP,GO:0030162,mlp,FS,0.7923,0.0947,173.53
BP,GO:0030163,mlp,FS,0.864,0.1893,149.192
BP,GO:0030182,mlp,FS,0.9941,0.2015,153.51
BP,GO:0030261,mlp,FS,0.9357,0.0317,156.839
BP,GO:0030307,mlp,FS,0.9063,0.2169,160.675
BP,GO:0030308,mlp,FS,0.9068,0.0355,146.765
BP,GO:0030334,mlp,FS,0.8358,0.3523,152.046
BP,GO:0030335,mlp,FS,0.9268,0.615,159.61
BP,GO:0030421,mlp,FS,0.9422,0.3344,157.427
BP,GO:0030422,mlp,FS,0.8616,0.2983,161.235
BP,GO:0030511,mlp,FS,0.9077,0.2299,151.258
BP,GO:0030516,mlp,FS,0.8705,0.2455,156.712
BP,GO:0030517,mlp,FS,0.7149,0.0654,151.566
BP,GO:0030534,mlp,FS,0.8889,0.2134,152.697
BP,GO:0030536,mlp,FS,0.9903,0.5386,161.312
BP,GO:0030537,mlp,FS,0.9841,0.4383,166.709
BP,GO:0030703,mlp,FS,0.8913,0.3546,156.182
BP,GO:0030705,mlp,FS,0.9766,0.3632,158.195
BP,GO:0030719,mlp,FS,0.9887,0.2593,159.03
BP,GO:0030728,mlp,FS,0.8647,0.0387,159.421
BP,GO:0030865,mlp,FS,0.9651,0.3092,150.894
BP,GO:0030866,mlp,FS,0.9649,0.2415,161.14
BP,GO:0030968,mlp,FS,0.9985,0.8035,158.847
BP,GO:0031023,mlp,FS,0.9218,0.7059,203.528
BP,GO:0031032,mlp,FS,0.9436,0.3759,194.504
BP,GO:0031047,mlp,FS,0.989,0.4545,196.885
BP,GO:0031050,mlp,FS,0.944,0.2779,192.721
BP,GO:0031099,mlp,FS,0.9666,0.1738,186.734
BP,GO:0031102,mlp,FS,0.9666,0.1738,186.518
BP,GO:0031103,mlp,FS,0.9666,0.1738,177.411
BP,GO:0031122,mlp,FS,0.9117,0.0285,185.697
BP,GO:0031175,mlp,FS,0.9034,0.2299,180.917
BP,GO:0031323,mlp,FS,0.808,0.2561,183.858
BP,GO:0031324,mlp,FS,0.7574,0.1681,187.014
BP,GO:0031325,mlp,FS,0.8264,0.2879,190.809
BP,GO:0031326,mlp,FS,0.836,0.2811,182.814
BP,GO:0031327,mlp,FS,0.8245,0.126,189.267
BP,GO:0031328,mlp,FS,0.8768,0.3424,179.264
BP,GO:0031329,mlp,FS,0.8779,0.1193,190.771
BP,GO:0031331,mlp,FS,0.732,0.2127,181.185
BP,GO:0031334,mlp,FS,0.9172,0.0835,178.134
BP,GO:0031344,mlp,FS,0.8486,0.2238,187.213
BP,GO:0031345,mlp,FS,0.9592,0.0914,186.832
BP,GO:0031346,mlp,FS,0.9219,0.1227,185.569
BP,GO:0031347,mlp,FS,0.9001,0.3472,182.071
BP,GO:0031399,mlp,FS,0.8139,0.1755,185.039
BP,GO:0031400,mlp,FS,0.736,0.113,183.606
BP,GO:0031401,mlp,FS,0.8228,0.1419,198.973
BP,GO:0031503,mlp,FS,0.9571,0.4452,185.462
BP,GO:0031581,mlp,FS,0.8552,0.0201,182.079
BP,GO:0031644,mlp,FS,0.9025,0.6929,194.918
BP,GO:0031646,mlp,FS,0.966,0.9001,185.004
BP,GO:0031647,mlp,FS,0.8108,0.1258,183.215
BP,GO:0031667,mlp,FS,0.8415,0.1397,193.372
BP,GO:0032101,mlp,FS,0.8449,0.2434,189.585
BP,GO:0032102,mlp,FS,0.9036,0.0445,185.608
BP,GO:0032103,mlp,FS,0.9311,0.3409,185.095
BP,GO:0032147,mlp,FS,0.9505,0.5986,188.607
BP,GO:0032222,mlp,FS,0.9747,0.204,182.577
BP,GO:0032224,mlp,FS,0.9757,0.1767,204.584
BP,GO:0032259,mlp,FS,0.8622,0.2431,198.285
BP,GO:0032268,mlp,FS,0.7863,0.1631,187.453
BP,GO:0032269,mlp,FS,0.8116,0.1778,193.706
BP,GO:0032270,mlp,FS,0.7846,0.1207,185.883
BP,GO:0032271,mlp,FS,0.9735,0.4089,194.657
BP,GO:0032368,mlp,FS,0.8786,0.2456,209.036
BP,GO:0032370,mlp,FS,0.8975,0.146,200.669
BP,GO:0032386,mlp,FS,0.8316,0.1924,194.966
BP,GO:0032388,mlp,FS,0.9037,0.1991,195.714
BP,GO:0032409,mlp,FS,0.6959,0.0051,189.993
BP,GO:0032412,mlp,FS,0.5361,0.007,183.763
BP,GO:0032446,mlp,FS,0.904,0.2444,182.187
BP,GO:0032456,mlp,FS,0.9039,0.0352,183.216
BP,GO:0032465,mlp,FS,0.9688,0.1849,179.005
BP,GO:0032501,mlp,FS,0.7853,0.3119,182.682
BP,GO:0032502,mlp,FS,0.8103,0.4031,190.598
BP,GO:0032535,mlp,FS,0.8303,0.1552,187.862
BP,GO:0032774,mlp,FS,0.7782,0.0413,182.276
BP,GO:0032787,mlp,FS,0.9925,0.6294,192.018
BP,GO:0032879,mlp,FS,0.8045,0.2835,186.983
BP,GO:0032880,mlp,FS,0.7581,0.0956,193.527
BP,GO:0032886,mlp,FS,0.8828,0.1673,195.79
BP,GO:0032940,mlp,FS,0.8356,0.2512,192.676
BP,GO:0032956,mlp,FS,0.9633,0.2159,205.385
BP,GO:0032970,mlp,FS,0.9522,0.1701,202.116
BP,GO:0032984,mlp,FS,0.9118,0.1478,187.624
BP,GO:0032989,mlp,FS,0.7441,0.1492,187.993
BP,GO:0032990,mlp,FS,0.8736,0.127,185.594
BP,GO:0033036,mlp,FS,0.8196,0.2176,186.656
BP,GO:0033043,mlp,FS,0.7732,0.1688,191.167
BP,GO:0033044,mlp,FS,0.8323,0.3354,179.929
BP,GO:0033045,mlp,FS,0.8907,0.4359,185.431
BP,GO:0033047,mlp,FS,0.8562,0.4722,189.39
BP,GO:0033206,mlp,FS,0.9589,0.1671,188.438
BP,GO:0033365,mlp,FS,0.7995,0.2469,201.663
BP,GO:0033554,mlp,FS,0.9091,0.3371,196.535
BP,GO:0033563,mlp,FS,0.9722,0.5026,191.784
BP,GO:0033673,mlp,FS,0.812,0.1057,193.462
BP,GO:0033674,mlp,FS,0.9021,0.2828,189.405
BP,GO:0034220,mlp,FS,0.7564,0.2586,181.095
BP,GO:0034248,mlp,FS,0.9083,0.3438,202.23
BP,GO:0034249,mlp,FS,0.9939,0.328,194.567
BP,GO:0034329,mlp,FS,0.8708,0.033,193.245
BP,GO:0034330,mlp,FS,0.8145,0.0329,199.337
BP,GO:0034470,mlp,FS,0.9783,0.1805,204.465
BP,GO:0034501,mlp,FS,0.9985,0.5558,191.966
BP,GO:0034502,mlp,FS,0.975,0.344,193.807
BP,GO:0034504,mlp,FS,0.9355,0.3806,182.873
BP,GO:0034606,mlp,FS,0.8828,0.2214,179.341
BP,GO:0034613,mlp,FS,0.7419,0.1904,185.071
BP,GO:0034620,mlp,FS,0.7813,0.1322,193.915
BP,GO:0034622,mlp,FS,0.7694,0.0526,189.67
BP,GO:0034641,mlp,FS,0.7437,0.1647,193.727
BP,GO:0034645,mlp,FS,0.8586,0.0376,184.529
BP,GO:0034654,mlp,FS,0.6883,0.0929,177.484
BP,GO:0034655,mlp,FS,0.8652,0.3846,190.426
BP,GO:0034660,mlp,FS,0.9653,0.1577,184.274
BP,GO:0034762,mlp,FS,0.5361,0.007,182.996
BP,GO:0034765,mlp,FS,0.5361,0.007,175.543
BP,GO:0034968,mlp,FS,0.9829,0.3971,180.521
BP,GO:0034976,mlp,FS,0.9396,0.5486,190.551
BP,GO:0035046,mlp,FS,0.9768,0.2501,176.873
BP,GO:0035112,mlp,FS,0.8605,0.0117,175.357
BP,GO:0035194,mlp,FS,0.9898,0.4041,172.586
BP,GO:0035239,mlp,FS,0.9324,0.022,173.189
BP,GO:0035262,mlp,FS,0.8477,0.3317,178.033
BP,GO:0035264,mlp,FS,0.5649,0.1045,177.724
BP,GO:0035418,mlp,FS,0.9366,0.0286,189.711
BP,GO:0035545,mlp,FS,0.9819,0.2083,187.159
BP,GO:0035556,mlp,FS,0.7844,0.2056,177.684
BP,GO:0035966,mlp,FS,0.9169,0.206,175.333
BP,GO:0035967,mlp,FS,0.9033,0.3758,176.169
BP,GO:0036211,mlp,FS,0.8087,0.1952,175.451
BP,GO:0036293,mlp,FS,0.8971,0.0413,176.954
BP,GO:0036445,mlp,FS,0.9721,0.3381,178.937
BP,GO:0040001,mlp,FS,0.901,0.3357,186.231
BP,GO:0040002,mlp,FS,0.905,0.5421,177.164
BP,GO:0040007,mlp,FS,0.6611,0.0667,171.025
BP,GO:0040008,mlp,FS,0.7425,0.1907,179.158
BP,GO:0040009,mlp,FS,0.6763,0.0287,174.889
BP,GO:0040010,mlp,FS,0.7495,0.0293,175.712
BP,GO:0040011,mlp,FS,0.8635,0.2959,172.373
BP,GO:0040012,mlp,FS,0.8312,0.2936,174.558
BP,GO:0040013,mlp,FS,0.9088,0.1232,151.526
BP,GO:0040014,mlp,FS,0.6806,0.1913,147.674
BP,GO:0040015,mlp,FS,0.8089,0.1144,143.784
BP,GO:0040017,mlp,FS,0.863,0.2202,144.142
BP,GO:0040018,mlp,FS,0.7819,0.1579,146.099
BP,GO:0040019,mlp,FS,0.8397,0.095,142.447
BP,GO:0040020,mlp,FS,0.9749,0.1942,146.254
BP,GO:0040021,mlp,FS,0.999,0.681,148.518
BP,GO:0040024,mlp,FS,0.9062,0.3008,143.434
BP,GO:0040025,mlp,FS,0.8084,0.2078,150.896
BP,GO:0040026,mlp,FS,0.8719,0.1397,149.511
BP,GO:0040027,mlp,FS,0.9104,0.3052,149.102
BP,GO:0040028,mlp,FS,0.8723,0.2707,154.164
BP,GO:0040029,mlp,FS,0.9592,0.4303,147.913
BP,GO:0040032,mlp,FS,0.872,0.3207,157.314
BP,GO:0040034,mlp,FS,0.9707,0.5634,155.845
BP,GO:0040035,mlp,FS,0.8915,0.0258,146.348
BP,GO:0040038,mlp,FS,0.9173,0.1785,145.031
BP,GO:0040039,mlp,FS,0.8706,0.0982,148.273
BP,GO:0040040,mlp,FS,0.9932,0.494,138.113
BP,GO:0042048,mlp,FS,0.8724,0.147,128.385
BP,GO:0042073,mlp,FS,0.9991,0.638,134.194
BP,GO:0042127,mlp,FS,0.8992,0.1775,126.746
BP,GO:0042133,mlp,FS,0.9457,0.1065,131.653
BP,GO:0042176,mlp,FS,0.8245,0.038,130.591
BP,GO:0042180,mlp,FS,0.9964,0.7174,136.022
BP,GO:0042221,mlp,FS,0.8402,0.1929,128.35
BP,GO:0042303,mlp,FS,0.9334,0.4681,129.131
BP,GO:0042306,mlp,FS,0.9354,0.1507,125.229
BP,GO:0042325,mlp,FS,0.8196,0.1491,131.957
BP,GO:0042326,mlp,FS,0.7472,0.1176,131.439
BP,GO:0042327,mlp,FS,0.8846,0.1834,126.693
BP,GO:0042330,mlp,FS,0.9396,0.4007,130.358
BP,GO:0042335,mlp,FS,0.8965,0.5455,128.154
BP,GO:0042338,mlp,FS,0.9286,0.7129,124.555
BP,GO:0042391,mlp,FS,0.6606,0.0084,132.875
BP,GO:0042395,mlp,FS,0.926,0.0193,130.985
BP,GO:0042445,mlp,FS,0.8977,0.0476,130.235
BP,GO:0042464,mlp,FS,0.9498,0.6921,128.552
BP,GO:0042493,mlp,FS,0.8472,0.1669,126.748
BP,GO:0042592,mlp,FS,0.8215,0.1936,130.925
BP,GO:0042594,mlp,FS,0.7879,0.0787,128.155
BP,GO:0042659,mlp,FS,0.9048,0.2943,130.47
BP,GO:0042660,mlp,FS,0.917,0.1912,130.076
BP,GO:0042661,mlp,FS,0.9384,0.4355,131.341
BP,GO:0042742,mlp,FS,0.8673,0.2515,125.786
BP,GO:0042755,mlp,FS,0.8792,0.0395,128.571
BP,GO:0042886,mlp,FS,0.8365,0.2505,125.28
BP,GO:0042981,mlp,FS,0.8571,0.2882,125.952
BP,GO:0043043,mlp,FS,0.9771,0.1699,122.633
BP,GO:0043050,mlp,FS,0.7846,0.088,122.476
BP,GO:0043051,mlp,FS,0.868,0.1963,135.879
BP,GO:0043052,mlp,FS,0.9837,0.2992,127.165
BP,GO:0043053,mlp,FS,0.8803,0.5033,133.493
BP,GO:0043058,mlp,FS,0.7513,0.042,130.635
BP,GO:0043062,mlp,FS,0.9306,0.1164,130.782
BP,GO:0043065,mlp,FS,0.9333,0.2742,128.459
BP,GO:0043066,mlp,FS,0.9003,0.1832,130.27
BP,GO:0043067,mlp,FS,0.8672,0.3246,130.344
BP,GO:0043068,mlp,FS,0.9644,0.3498,136.103
BP,GO:0043069,mlp,FS,0.889,0.1055,134.097
BP,GO:0043085,mlp,FS,0.8543,0.2226,131.151
BP,GO:0043086,mlp,FS,0.7112,0.0291,129.679
BP,GO:0043087,mlp,FS,0.8608,0.3222,123.493
BP,GO:0043161,mlp,FS,0.9632,0.3685,134.457
BP,GO:0043170,mlp,FS,0.7465,0.1989,128.91
BP,GO:0043207,mlp,FS,0.8423,0.2486,131.16
BP,GO:0043241,mlp,FS,0.9031,0.1783,128.591
BP,GO:0043254,mlp,FS,0.8421,0.1457,129.428
BP,GO:0043269,mlp,FS,0.8377,0.0901,130.936
BP,GO:0043270,mlp,FS,0.9141,0.1878,125.144
BP,GO:0043282,mlp,FS,0.9726,0.1325,124.984
BP,GO:0043405,mlp,FS,0.8311,0.3719,121.785
BP,GO:0043406,mlp,FS,0.8388,0.3769,127.781
BP,GO:0043408,mlp,FS,0.7594,0.3218,131.417
BP,GO:0043409,mlp,FS,0.6311,0.0033,131.314
BP,GO:0043410,mlp,FS,0.8905,0.4404,127.562
BP,GO:0043412,mlp,FS,0.7782,0.1651,128.729
BP,GO:0043413,mlp,FS,0.955,0.4363,138.24
BP,GO:0043414,mlp,FS,0.8622,0.2431,136.773
BP,GO:0043436,mlp,FS,0.8833,0.2737,128.115
BP,GO:0043484,mlp,FS,0.8964,0.0163,124.377
BP,GO:0043516,mlp,FS,0.9046,0.3714,134.204
BP,GO:0043518,mlp,FS,0.9046,0.3714,128.413
BP,GO:0043547,mlp,FS,0.9163,0.2421,125.189
BP,GO:0043549,mlp,FS,0.9204,0.2313,123.979
BP,GO:0043603,mlp,FS,0.8212,0.1294,130.233
BP,GO:0043604,mlp,FS,0.9724,0.1986,134.178
BP,GO:0043620,mlp,FS,0.9215,0.1227,129.267
BP,GO:0043623,mlp,FS,0.9199,0.2503,136.313
BP,GO:0043624,mlp,FS,0.9031,0.1783,137.026
BP,GO:0043632,mlp,FS,0.8899,0.1609,128.48
BP,GO:0043652,mlp,FS,0.8899,0.4723,129.062
BP,GO:0043900,mlp,FS,0.9068,0.2873,127.096
BP,GO:0043901,mlp,FS,0.8882,0.1451,123.362
BP,GO:0043902,mlp,FS,0.9558,0.3364,135.451
BP,GO:0043933,mlp,FS,0.8019,0.0864,130.592
BP,GO:0044057,mlp,FS,0.8987,0.3675,129.683
BP,GO:0044058,mlp,FS,0.9456,0.1663,130.795
BP,GO:0044062,mlp,FS,0.9706,0.3901,127.771
BP,GO:0044087,mlp,FS,0.7458,0.1666,133.131
BP,GO:0044088,mlp,FS,0.8146,0.0801,130.12
BP,GO:0044089,mlp,FS,0.8802,0.1769,134.499
BP,GO:0044092,mlp,FS,0.8062,0.0134,129.478
BP,GO:0044093,mlp,FS,0.8501,0.1616,132.698
BP,GO:0044237,mlp,FS,0.7435,0.2251,125.424
BP,GO:0044238,mlp,FS,0.741,0.2015,123.989
BP,GO:0044248,mlp,FS,0.7926,0.2348,128.885
BP,GO:0044249,mlp,FS,0.7847,0.1868,123.898
BP,GO:0044255,mlp,FS,0.789,0.4278,121.735
BP,GO:0044260,mlp,FS,0.7726,0.231,134.373
BP,GO:0044262,mlp,FS,0.9218,0.1236,123.762
BP,GO:0044265,mlp,FS,0.8489,0.3096,136.27
BP,GO:0044267,mlp,FS,0.7786,0.1794,133.558
BP,GO:0044270,mlp,FS,0.8654,0.3701,126.934
BP,GO:0044271,mlp,FS,0.8228,0.1036,131.619
BP,GO:0044272,mlp,FS,0.9488,0.5835,132.932
BP,GO:0044281,mlp,FS,0.7866,0.2987,127.842
BP,GO:0044283,mlp,FS,0.9687,0.5854,129.526
BP,GO:0044703,mlp,FS,0.8518,0.0606,128.236
BP,GO:0044706,mlp,FS,0.8929,0.0636,124.793
BP,GO:0044782,mlp,FS,0.9474,0.5694,125.138
BP,GO:0045017,mlp,FS,0.8603,0.2661,130.478
BP,GO:0045055,mlp,FS,0.9718,0.1734,129.267
BP,GO:0045087,mlp,FS,0.8816,0.2339,134.874
BP,GO:0045088,mlp,FS,0.6848,0.1074,138.865
BP,GO:0045132,mlp,FS,0.9074,0.1747,130.246
BP,GO:0045138,mlp,FS,0.846,0.3447,126.207
BP,GO:0045165,mlp,FS,0.9048,0.1252,121.9
BP,GO:0045167,mlp,FS,0.9684,0.1896,126.911
BP,GO:0045176,mlp,FS,0.9273,0.5164,135.325
BP,GO:0045184,mlp,FS,0.7904,0.1836,127.697
BP,GO:0045185,mlp,FS,0.7994,0.0423,131.974
BP,GO:0045214,mlp,FS,0.925,0.2375,133.016
BP,GO:0045595,mlp,FS,0.8602,0.2259,127.572
BP,GO:0045596,mlp,FS,0.8735,0.1484,133.557
BP,GO:0045597,mlp,FS,0.7373,0.1963,128.811
BP,GO:0045664,mlp,FS,0.8173,0.2506,123.2
BP,GO:0045665,mlp,FS,0.9627,0.0806,129.696
BP,GO:0045666,mlp,FS,0.8949,0.1963,125.048
BP,GO:0045732,mlp,FS,0.8541,0.0225,135.204
BP,GO:0045773,mlp,FS,0.9818,0.4187,129.89
BP,GO:0045786,mlp,FS,0.875,0.1408,132.614
BP,GO:0045787,mlp,FS,0.9092,0.1275,125.529
BP,GO:0045807,mlp,FS,0.9255,0.4922,129.047
BP,GO:0045836,mlp,FS,0.9913,0.3596,132.426
BP,GO:0045859,mlp,FS,0.9617,0.3224,130.74
BP,GO:0045860,mlp,FS,0.8979,0.3425,131.725
BP,GO:0045862,mlp,FS,0.8234,0.0191,131.304
BP,GO:0045892,mlp,FS,0.8264,0.0882,128.256
BP,GO:0045893,mlp,FS,0.8923,0.3344,126.13
BP,GO:0045926,mlp,FS,0.9208,0.0305,131.247
BP,GO:0045927,mlp,FS,0.7347,0.1704,125.214
BP,GO:0045930,mlp,FS,0.9154,0.1977,130.759
BP,GO:0045931,mlp,FS,0.9277,0.1838,129.074
BP,GO:0045933,mlp,FS,0.8544,0.0936,124.702
BP,GO:0045934,mlp,FS,0.8414,0.1005,129.354
BP,GO:0045935,mlp,FS,0.9056,0.3318,125.546
BP,GO:0045936,mlp,FS,0.813,0.0147,129.314
BP,GO:0045937,mlp,FS,0.8356,0.1882,142.336
BP,GO:0045944,mlp,FS,0.9198,0.3301,126.888
BP,GO:0045995,mlp,FS,0.8681,0.1887,126.707
BP,GO:0046131,mlp,FS,0.9921,0.7742,126.29
BP,GO:0046390,mlp,FS,0.9555,0.2305,129.091
BP,GO:0046394,mlp,FS,0.9711,0.488,126.819
BP,GO:0046434,mlp,FS,0.7438,0.0407,125.113
BP,GO:0046474,mlp,FS,0.8603,0.2661,127.138
BP,GO:0046483,mlp,FS,0.7838,0.1932,133.107
BP,GO:0046486,mlp,FS,0.955,0.3271,130.922
BP,GO:0046578,mlp,FS,0.8739,0.1743,127.26
BP,GO:0046580,mlp,FS,0.9536,0.1099,126.699
BP,GO:0046605,mlp,FS,0.9859,0.3246,118.002
BP,GO:0046662,mlp,FS,0.7632,0.1807,116.649
BP,GO:0046686,mlp,FS,0.8532,0.0769,118.781
BP,GO:0046688,mlp,FS,0.8885,0.0974,117.398
BP,GO:0046700,mlp,FS,0.8654,0.3701,115.785
BP,GO:0046716,mlp,FS,0.9525,0.3402,115.544
BP,GO:0046777,mlp,FS,0.8374,0.0116,117.076
BP,GO:0046883,mlp,FS,0.9741,0.2301,118.843
BP,GO:0046887,mlp,FS,0.974,0.2558,124.493
BP,GO:0046903,mlp,FS,0.8189,0.173,126.623
BP,GO:0046907,mlp,FS,0.8689,0.2547,118.48
BP,GO:0046928,mlp,FS,0.979,0.2185,114.836
BP,GO:0046942,mlp,FS,0.6523,0.0079,116.474
BP,GO:0048103,mlp,FS,0.9721,0.3381,114.533
BP,GO:0048232,mlp,FS,0.9474,0.1621,120.135
BP,GO:0048259,mlp,FS,0.9937,0.4449,119.889
BP,GO:0048284,mlp,FS,0.9207,0.1533,117.788
BP,GO:0048285,mlp,FS,0.882,0.1264,120.73
BP,GO:0048337,mlp,FS,0.9091,0.3171,120.553
BP,GO:0048468,mlp,FS,0.7543,0.0976,120.953
BP,GO:0048469,mlp,FS,0.9306,0.3726,120.423
BP,GO:0048477,mlp,FS,0.8867,0.0201,118.443
BP,GO:0048489,mlp,FS,0.9782,0.4904,117.561
BP,GO:0048513,mlp,FS,0.7296,0.1472,122.473
BP,GO:0048518,mlp,FS,0.774,0.2917,121.994
BP,GO:0048519,mlp,FS,0.7978,0.2123,118.795
BP,GO:0048520,mlp,FS,0.8472,0.2479,115.388
BP,GO:0048521,mlp,FS,0.9935,0.3448,117.862
BP,GO:0048522,mlp,FS,0.798,0.236,126.426
BP,GO:0048523,mlp,FS,0.7836,0.1648,118.615
BP,GO:0048557,mlp,FS,0.9826,0.3327,122.927
BP,GO:0048562,mlp,FS,0.9024,0.2844,119.077
BP,GO:0048569,mlp,FS,0.8456,0.2004,117.993
BP,GO:0048580,mlp,FS,0.8389,0.2349,113.978
BP,GO:0048581,mlp,FS,0.9397,0.2739,114.665
BP,GO:0048582,mlp,FS,0.8071,0.1206,115.05
